filename,width,height,class,xmin,ymin,xmax,ymax
ST_20170121_CTSHRUNK21_2888691.jpg,780,520,two_wheeler,244,316,272,389
ST_20170121_CTSHRUNK21_2888691.jpg,780,520,two_wheeler,284,293,314,359
14DECTH--TRAFFIC.jpeg,435,259,car,101,84,202,175
14DECTH--TRAFFIC.jpeg,435,259,car,19,62,104,145
14DECTH--TRAFFIC.jpeg,435,259,car,90,54,141,114
14DECTH--TRAFFIC.jpeg,435,259,car,341,107,435,232
14DECTH--TRAFFIC.jpeg,435,259,car,201,70,283,162
helmet-story_647_051817101844_0.jpg,647,404,two_wheeler,1,8,168,404
helmet-story_647_051817101844_0.jpg,647,404,two_wheeler,267,27,466,404
helmet-story_647_051817101844_0.jpg,647,404,two_wheeler,556,52,647,322
p047y4m8.jpg,720,405,car,50,110,206,208
p047y4m8.jpg,720,405,car,269,113,399,212
p047y4m8.jpg,720,405,car,381,92,416,141
cars-parking-IndiaInk-blog480-1469010836_835x547.jpg,480,270,car,182,99,273,175
cars-parking-IndiaInk-blog480-1469010836_835x547.jpg,480,270,car,321,114,480,206
cars-parking-IndiaInk-blog480-1469010836_835x547.jpg,480,270,car,258,111,316,162
cars-parking-IndiaInk-blog480-1469010836_835x547.jpg,480,270,car,155,116,191,145
cars-parking-IndiaInk-blog480-1469010836_835x547.jpg,480,270,car,2,116,185,229
7BMDRONETESTING.jpeg,1200,749,car,172,537,342,718
7BMDRONETESTING.jpeg,1200,749,car,385,359,649,630
7BMDRONETESTING.jpeg,1200,749,car,842,425,1114,732
7BMDRONETESTING.jpeg,1200,749,car,1093,484,1198,612
7BMDRONETESTING.jpeg,1200,749,car,16,406,179,537
7BMDRONETESTING.jpeg,1200,749,car,156,345,305,480
7BMDRONETESTING.jpeg,1200,749,car,337,301,459,406
7BMDRONETESTING.jpeg,1200,749,car,164,235,283,348
7BMDRONETESTING.jpeg,1200,749,car,1,333,139,469
7BMDRONETESTING.jpeg,1200,749,car,97,216,219,304
untitled-7-1550059449.jpg,600,338,two_wheeler,93,63,215,300
untitled-7-1550059449.jpg,600,338,two_wheeler,198,55,302,310
untitled-7-1550059449.jpg,600,338,two_wheeler,6,55,110,318
untitled-7-1550059449.jpg,600,338,two_wheeler,309,45,437,314
untitled-7-1550059449.jpg,600,338,two_wheeler,429,39,532,306
untitled-7-1550059449.jpg,600,338,two_wheeler,537,37,600,300
Highway-cars-DH-500-1539429681.jpg,667,500,car,54,211,285,463
Highway-cars-DH-500-1539429681.jpg,667,500,car,222,8,425,196
Highway-cars-DH-500-1539429681.jpg,667,500,car,578,25,667,235
skC9M146.jpg,300,200,car,102,132,172,200
skC9M146.jpg,300,200,car,194,144,274,200
skC9M146.jpg,300,200,car,162,105,235,160
skC9M146.jpg,300,200,car,5,130,68,200
skC9M146.jpg,300,200,car,94,61,148,110
skC9M146.jpg,300,200,car,28,78,83,138
skC9M146.jpg,300,200,car,19,31,66,71
skC9M146.jpg,300,200,car,192,52,252,93
skC9M146.jpg,300,200,car,138,23,191,70
skC9M146.jpg,300,200,car,92,27,129,59
skC9M146.jpg,300,200,car,158,8,195,41
skC9M146.jpg,300,200,car,85,3,123,37
skC9M146.jpg,300,200,car,11,2,54,32
81ba0d5e-b396-11e9-b019-a4f68f70ee78_1564598548963_1564598809964.jpg,600,337,car,251,153,411,312
81ba0d5e-b396-11e9-b019-a4f68f70ee78_1564598548963_1564598809964.jpg,600,337,two_wheeler,169,139,230,290
81ba0d5e-b396-11e9-b019-a4f68f70ee78_1564598548963_1564598809964.jpg,600,337,two_wheeler,525,141,564,226
81ba0d5e-b396-11e9-b019-a4f68f70ee78_1564598548963_1564598809964.jpg,600,337,two_wheeler,403,148,450,258
81ba0d5e-b396-11e9-b019-a4f68f70ee78_1564598548963_1564598809964.jpg,600,337,two_wheeler,452,139,489,222
81ba0d5e-b396-11e9-b019-a4f68f70ee78_1564598548963_1564598809964.jpg,600,337,two_wheeler,513,129,528,173
81ba0d5e-b396-11e9-b019-a4f68f70ee78_1564598548963_1564598809964.jpg,600,337,car,40,124,145,227
81ba0d5e-b396-11e9-b019-a4f68f70ee78_1564598548963_1564598809964.jpg,600,337,car,144,73,273,240
81ba0d5e-b396-11e9-b019-a4f68f70ee78_1564598548963_1564598809964.jpg,600,337,car,1,124,54,193
bangalore-traffic_PTI-min_0_1.jpg,750,493,car,197,352,348,480
bangalore-traffic_PTI-min_0_1.jpg,750,493,car,383,370,516,483
bangalore-traffic_PTI-min_0_1.jpg,750,493,car,548,303,647,409
bangalore-traffic_PTI-min_0_1.jpg,750,493,car,478,277,574,356
bangalore-traffic_PTI-min_0_1.jpg,750,493,car,389,289,489,351
bangalore-traffic_PTI-min_0_1.jpg,750,493,car,651,341,748,473
bangalore-traffic_PTI-min_0_1.jpg,750,493,car,689,282,750,343
bangalore-traffic_PTI-min_0_1.jpg,750,493,car,552,219,624,290
bangalore-traffic_PTI-min_0_1.jpg,750,493,car,674,209,736,282
bangalore-traffic_PTI-min_0_1.jpg,750,493,car,448,240,490,301
bangalore-traffic_PTI-min_0_1.jpg,750,493,car,491,216,566,280
l_596cb68965fcd.jpg,800,533,car,70,280,293,458
l_596cb68965fcd.jpg,800,533,car,330,191,516,399
unnamed.jpg,512,288,car,122,89,213,181
unnamed.jpg,512,288,car,28,176,124,288
unnamed.jpg,512,288,car,145,12,201,69
unnamed.jpg,512,288,rickshaw,245,70,303,147
unnamed.jpg,512,288,two_wheeler,380,95,427,180
unnamed.jpg,512,288,two_wheeler,402,184,460,274
unnamed.jpg,512,288,two_wheeler,326,101,369,189
unnamed.jpg,512,288,two_wheeler,296,83,333,170
unnamed.jpg,512,288,two_wheeler,323,16,350,67
unnamed.jpg,512,288,two_wheeler,302,2,332,53
cabs.jpg,759,422,car,116,200,267,384
cabs.jpg,759,422,car,344,234,586,390
cabs.jpg,759,422,car,114,70,258,220
cabs.jpg,759,422,car,278,83,355,219
cabs.jpg,759,422,car,340,131,460,255
cabs.jpg,759,422,car,410,173,575,226
cabs.jpg,759,422,car,184,25,272,115
cabs.jpg,759,422,car,39,3,126,91
Road621.jpg,621,414,car,19,250,148,400
Road621.jpg,621,414,car,215,261,328,395
Road621.jpg,621,414,car,377,284,498,403
Road621.jpg,621,414,car,537,286,621,403
Road621.jpg,621,414,car,316,211,433,319
Road621.jpg,621,414,car,89,168,171,262
Road621.jpg,621,414,car,199,133,289,226
Road621.jpg,621,414,car,369,115,464,195
Road621.jpg,621,414,car,72,78,147,148
Road621.jpg,621,414,car,278,64,354,146
Road621.jpg,621,414,car,195,66,262,124
Road621.jpg,621,414,car,62,18,118,74
Road621.jpg,621,414,car,181,24,249,85
Road621.jpg,621,414,car,308,31,371,98
Road621.jpg,621,414,car,265,7,323,60
singapore.jpg,480,286,car,188,224,267,282
singapore.jpg,480,286,car,307,175,370,229
singapore.jpg,480,286,car,132,158,205,223
singapore.jpg,480,286,car,56,148,126,211
singapore.jpg,480,286,car,202,153,252,191
singapore.jpg,480,286,car,246,145,287,177
singapore.jpg,480,286,car,324,131,367,167
singapore.jpg,480,286,car,323,121,359,148
singapore.jpg,480,286,car,201,137,238,161
singapore.jpg,480,286,car,264,134,302,165
singapore.jpg,480,286,car,223,131,253,151
singapore.jpg,480,286,two_wheeler,362,229,389,282
tuk-tuks-the-indian-taxi-at-new-delhi-india-P5XTNM.jpg,1300,1065,car,124,688,280,922
tuk-tuks-the-indian-taxi-at-new-delhi-india-P5XTNM.jpg,1300,1065,car,128,585,264,740
tuk-tuks-the-indian-taxi-at-new-delhi-india-P5XTNM.jpg,1300,1065,car,173,379,291,497
tuk-tuks-the-indian-taxi-at-new-delhi-india-P5XTNM.jpg,1300,1065,car,471,450,598,617
tuk-tuks-the-indian-taxi-at-new-delhi-india-P5XTNM.jpg,1300,1065,car,610,449,728,595
tuk-tuks-the-indian-taxi-at-new-delhi-india-P5XTNM.jpg,1300,1065,car,1042,552,1207,739
tuk-tuks-the-indian-taxi-at-new-delhi-india-P5XTNM.jpg,1300,1065,car,737,395,816,502
tuk-tuks-the-indian-taxi-at-new-delhi-india-P5XTNM.jpg,1300,1065,car,631,363,720,478
tuk-tuks-the-indian-taxi-at-new-delhi-india-P5XTNM.jpg,1300,1065,car,538,252,607,349
tuk-tuks-the-indian-taxi-at-new-delhi-india-P5XTNM.jpg,1300,1065,car,312,224,391,328
tuk-tuks-the-indian-taxi-at-new-delhi-india-P5XTNM.jpg,1300,1065,car,437,220,507,304
Walkers.jpg,600,300,two_wheeler,233,103,326,300
Walkers.jpg,600,300,two_wheeler,333,107,407,270
Walkers.jpg,600,300,two_wheeler,440,120,483,220
Walkers.jpg,600,300,car,95,109,198,246
india-heavy-traffic-streets-ahmedabad-capital-city-gujarat-134602958.jpg,1600,1152,two_wheeler,544,362,833,1019
india-heavy-traffic-streets-ahmedabad-capital-city-gujarat-134602958.jpg,1600,1152,two_wheeler,290,332,568,861
india-heavy-traffic-streets-ahmedabad-capital-city-gujarat-134602958.jpg,1600,1152,two_wheeler,111,341,354,730
india-heavy-traffic-streets-ahmedabad-capital-city-gujarat-134602958.jpg,1600,1152,two_wheeler,724,322,1014,750
india-heavy-traffic-streets-ahmedabad-capital-city-gujarat-134602958.jpg,1600,1152,two_wheeler,1236,333,1600,906
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,277,248,323,313
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,116,274,175,338
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,213,259,262,332
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,28,339,125,413
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,246,193,285,254
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,144,231,195,283
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,193,185,231,232
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,222,156,250,192
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,311,185,351,229
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,309,155,335,189
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,287,146,313,178
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,262,133,292,169
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,241,104,270,151
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,333,135,359,172
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,291,113,317,143
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,316,102,342,131
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,346,103,368,126
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,269,111,289,132
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,308,80,327,100
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,288,77,307,95
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,247,315,293,390
images.jpeg,300,168,two_wheeler,2,2,90,168
images.jpeg,300,168,two_wheeler,136,12,209,164
images.jpeg,300,168,two_wheeler,63,14,120,123
images.jpeg,300,168,two_wheeler,226,12,283,138
traffic-in-ahmedabad-gujarat-state-india-C9BPJ8.jpg,1300,956,two_wheeler,4,318,204,765
traffic-in-ahmedabad-gujarat-state-india-C9BPJ8.jpg,1300,956,two_wheeler,224,321,469,768
traffic-in-ahmedabad-gujarat-state-india-C9BPJ8.jpg,1300,956,two_wheeler,825,317,1050,771
traffic-in-ahmedabad-gujarat-state-india-C9BPJ8.jpg,1300,956,two_wheeler,442,336,607,753
traffic-in-ahmedabad-gujarat-state-india-C9BPJ8.jpg,1300,956,two_wheeler,576,303,762,775
traffic-in-ahmedabad-gujarat-state-india-C9BPJ8.jpg,1300,956,two_wheeler,721,278,879,748
02car1.jpg,450,274,car,92,134,235,252
02car1.jpg,450,274,car,24,110,106,182
02car1.jpg,450,274,car,47,73,95,118
02car1.jpg,450,274,car,395,144,450,265
02car1.jpg,450,274,car,324,126,427,239
02car1.jpg,450,274,car,238,111,324,211
how-to-cross-indian-roads-glocar.jpg,1200,675,car,368,372,500,521
how-to-cross-indian-roads-glocar.jpg,1200,675,car,313,282,433,385
how-to-cross-indian-roads-glocar.jpg,1200,675,car,464,230,540,305
how-to-cross-indian-roads-glocar.jpg,1200,675,car,513,169,563,230
how-to-cross-indian-roads-glocar.jpg,1200,675,car,461,166,505,214
how-to-cross-indian-roads-glocar.jpg,1200,675,car,575,119,601,153
how-to-cross-indian-roads-glocar.jpg,1200,675,car,504,132,545,171
how-to-cross-indian-roads-glocar.jpg,1200,675,two_wheeler,571,438,614,540
how-to-cross-indian-roads-glocar.jpg,1200,675,two_wheeler,577,326,613,414
how-to-cross-indian-roads-glocar.jpg,1200,675,two_wheeler,635,178,663,235
how-to-cross-indian-roads-glocar.jpg,1200,675,two_wheeler,593,160,618,203
how-to-cross-indian-roads-glocar.jpg,1200,675,two_wheeler,616,553,679,667
how-to-cross-indian-roads-glocar.jpg,1200,675,two_wheeler,584,274,613,325
