filename,width,height,class,xmin,ymin,xmax,ymax
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,28,339,125,413
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,246,193,285,254
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,144,231,195,283
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,193,185,231,232
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,222,156,250,192
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,311,185,351,229
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,309,155,335,189
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,287,146,313,178
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,262,133,292,169
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,241,104,270,151
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,333,135,359,172
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,291,113,317,143
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,316,102,342,131
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,346,103,368,126
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,269,111,289,132
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,308,80,327,100
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,288,77,307,95
delhitraffic-k6yH-621x414@LiveMint.jpg,621,414,car,247,315,293,390
images.jpeg,300,168,two_wheeler,2,2,90,168
images.jpeg,300,168,two_wheeler,136,12,209,164
images.jpeg,300,168,two_wheeler,63,14,120,123
images.jpeg,300,168,two_wheeler,226,12,283,138
traffic-in-ahmedabad-gujarat-state-india-C9BPJ8.jpg,1300,956,two_wheeler,4,318,204,765
traffic-in-ahmedabad-gujarat-state-india-C9BPJ8.jpg,1300,956,two_wheeler,224,321,469,768
traffic-in-ahmedabad-gujarat-state-india-C9BPJ8.jpg,1300,956,two_wheeler,825,317,1050,771
traffic-in-ahmedabad-gujarat-state-india-C9BPJ8.jpg,1300,956,two_wheeler,442,336,607,753
traffic-in-ahmedabad-gujarat-state-india-C9BPJ8.jpg,1300,956,two_wheeler,576,303,762,775
traffic-in-ahmedabad-gujarat-state-india-C9BPJ8.jpg,1300,956,two_wheeler,721,278,879,748
how-to-cross-indian-roads-glocar.jpg,1200,675,car,368,372,500,521
how-to-cross-indian-roads-glocar.jpg,1200,675,car,313,282,433,385
how-to-cross-indian-roads-glocar.jpg,1200,675,car,464,230,540,305
how-to-cross-indian-roads-glocar.jpg,1200,675,car,513,169,563,230
how-to-cross-indian-roads-glocar.jpg,1200,675,car,461,166,505,214
how-to-cross-indian-roads-glocar.jpg,1200,675,car,575,119,601,153
how-to-cross-indian-roads-glocar.jpg,1200,675,car,504,132,545,171
how-to-cross-indian-roads-glocar.jpg,1200,675,two_wheeler,571,438,614,540
how-to-cross-indian-roads-glocar.jpg,1200,675,two_wheeler,577,326,613,414
how-to-cross-indian-roads-glocar.jpg,1200,675,two_wheeler,635,178,663,235
how-to-cross-indian-roads-glocar.jpg,1200,675,two_wheeler,593,160,618,203
how-to-cross-indian-roads-glocar.jpg,1200,675,two_wheeler,616,553,679,667
how-to-cross-indian-roads-glocar.jpg,1200,675,two_wheeler,584,274,613,325
